"ProteinGroup","ProteinName","Genes","UniprotID"
"A6NHL2","TBAL3_HUMAN","TUBAL3","A6NHL2"
"P55064","AQP5_HUMAN","AQP5","P55064"
"Q8TF74","WIPF2_HUMAN","WIPF2","Q8TF74"
"O00459","P85B_HUMAN","PIK3R2","O00459"
"Q7Z7L8","CK096_HUMAN","C11orf96","Q7Z7L8"
"Q96PC5","MIA2_HUMAN","MIA2","Q96RT6;Q96PC5"
"O00214","LEG8_HUMAN","LGALS8","O00214"
"A1L170","CA226_HUMAN","C1orf226","A1L170"
"Q9Y3B2","EXOS1_HUMAN","EXOSC1","Q9Y3B2"
"Q641Q3","METRL_HUMAN","METRNL","Q641Q3"
"Q9H147","TDIF1_HUMAN","DNTTIP1","Q9H147"
"Q9HC78","ZBT20_HUMAN","ZBTB20","Q9HC78"
"O95639","CPSF4_HUMAN","CPSF4","O95639"
"P78324","SHPS1_HUMAN","SIRPA","P78324;O00241"
"O43292","GPAA1_HUMAN","GPAA1","O43292"
"Q15743","OGR1_HUMAN","GPR68","Q15743"
"Q53FT3","HIKES_HUMAN","HIKESHI","Q53FT3"
"Q9H7N4;Q9P1Y6","PHRF1_HUMAN;SFR19_HUMAN","PHRF1;SCAF1","Q9H7N4;Q9P1Y6"
"Q2M3G0","ABCB5_HUMAN","ABCB5","Q2M3G0"
"Q9Y530","OARD1_HUMAN","OARD1","Q9Y530"
"O94887","FARP2_HUMAN","FARP2","O94887"
"Q14802","FXYD3_HUMAN","FXYD3","Q14802"
"Q92785","REQU_HUMAN","DPF2","Q92785"
"P43378","PTN9_HUMAN","PTPN9","P43378"
"Q9UPR5","NAC2_HUMAN","SLC8A2","Q9UPR5"
"P35354","PGH2_HUMAN","PTGS2","P35354"
"Q6PD74","AAGAB_HUMAN","AAGAB","Q6PD74"
"Q8NB66","UN13C_HUMAN","UNC13C","Q8NB66"
"O43149","ZZEF1_HUMAN","ZZEF1","O43149"
"Q2MJR0","SPRE3_HUMAN","SPRED3","Q2MJR0"
"A0A075B6K4","LV310_HUMAN","IGLV3-10","A0A075B6K4"
"P01700","LV147_HUMAN","IGLV1-47","P01700"
"O00712","NFIB_HUMAN","NFIB","O00712"
"P11940;Q4VXU2;Q96DU9","PABP1_HUMAN;PABP5_HUMAN;PAP1L_HUMAN","PABPC1;PABPC1L;PABPC5","P11940;Q4VXU2;Q96DU9"
"Q9H361","PABP3_HUMAN","PABPC3","Q9H361"
"Q13310","PABP4_HUMAN","PABPC4","Q5JQF8;Q13310"
"Q13790","APOF_HUMAN","APOF","Q13790"
"Q9NQG1","MANBL_HUMAN","MANBAL","Q9NQG1"
"P12074","CX6A1_HUMAN","COX6A1","P12074"
"O75157;Q15714","T22D1_HUMAN;T22D2_HUMAN","TSC22D1;TSC22D2","O75157;Q15714"
"O43741","AAKB2_HUMAN","PRKAB2","O43741"
"P07919","QCR6_HUMAN","UQCRH","P07919"
"Q96KN1","LRAT2_HUMAN","LRATD2","Q96KN1"
"Q96QD8","S38A2_HUMAN","SLC38A2","Q96QD8"
"Q7L7V1","DHX32_HUMAN","DHX32","Q7L7V1"
"Q8NEZ2","VP37A_HUMAN","VPS37A","Q8NEZ2"
"P19883","FST_HUMAN","FST","P19883"
"Q9C040","TRIM2_HUMAN","TRIM2","Q9C040"
"Q8NFD5","ARI1B_HUMAN","ARID1B","Q8NFD5"
"Q3B8N2;Q6DKI2","LEG9B_HUMAN;LEG9C_HUMAN","LGALS9B;LGALS9C","Q3B8N2;Q6DKI2"
"Q5VSL9","STRP1_HUMAN","STRIP1","Q5VSL9"
"Q16659","MK06_HUMAN","MAPK6","Q16659"
"O94768","ST17B_HUMAN","STK17B","O94768"
"A0A0C4DH38;A0A0J9YXX1","HV551_HUMAN;HV5X1_HUMAN","IGHV5-10-1;IGHV5-51","A0A0C4DH38;A0A0J9YXX1"
"Q6RI45","BRWD3_HUMAN","BRWD3","Q6RI45"
"P08238;Q58FF8","H90B2_HUMAN;HS90B_HUMAN","HSP90AB1;HSP90AB2P","P08238;Q58FF8"
"P52895","AK1C2_HUMAN","AKR1C2","P52895;Q04828"
"P62834","RAP1A_HUMAN","RAP1A","A6NIZ1;P61224;P62834"
"Q8IW35","CEP97_HUMAN","CEP97","Q8IW35"
"Q8TBQ9","KISHA_HUMAN","TMEM167A","Q8TBQ9"
"P29762","RABP1_HUMAN","CRABP1","P29762"
"O15162","PLS1_HUMAN","PLSCR1","O15162"
"Q9NRQ2","PLS4_HUMAN","PLSCR4","Q9NRQ2"
"Q9UBM7","DHCR7_HUMAN","DHCR7","Q9UBM7"
"Q14141;Q92599;Q9NVA2","SEP11_HUMAN;SEPT6_HUMAN;SEPT8_HUMAN","SEPTIN11;SEPTIN6;SEPTIN8","Q14141;Q92599;Q9NVA2"
"Q14241","ELOA1_HUMAN","ELOA","Q14241"
"P12036","NFH_HUMAN","NEFH","P12036"
"Q2PPJ7","RGPA2_HUMAN","RALGAPA2","Q2PPJ7"
"Q8IWZ3","ANKH1_HUMAN","ANKHD1","Q8IWZ3"
"Q13496","MTM1_HUMAN","MTM1","Q13496"
"P17927","CR1_HUMAN","CR1","P17927;Q2VPA4"
"Q8NHG8","ZNRF2_HUMAN","ZNRF2","Q8NHG8"
"P51857","AK1D1_HUMAN","AKR1D1","P51857"
"Q4VXU2","PAP1L_HUMAN","PABPC1L","Q4VXU2"
"Q06587;Q99496","RING1_HUMAN;RING2_HUMAN","RING1;RNF2","Q06587;Q99496"
"Q3MJ62","ZSC23_HUMAN","ZSCAN23","Q3MJ62"
"P04430","KV116_HUMAN","IGKV1-16","P04430"
"P01601","KVD16_HUMAN","IGKV1D-16","P01601"
"Q9NYR9","KBRS2_HUMAN","NKIRAS2","Q9NYR9"
"P32322;Q96C36","P5CR1_HUMAN;P5CR2_HUMAN","PYCR1;PYCR2","Q96C36;P32322"
"P08684;P20815;P24462","CP3A4_HUMAN;CP3A5_HUMAN;CP3A7_HUMAN","CYP3A4;CYP3A5;CYP3A7","P20815;P08684;P24462"
"Q6IQ23","PKHA7_HUMAN","PLEKHA7","Q6IQ23"
"P16615;Q93084","AT2A2_HUMAN;AT2A3_HUMAN","ATP2A2;ATP2A3","P16615;Q93084;O14983"
"Q96B36","AKTS1_HUMAN","AKT1S1","Q96B36"
"Q9UNA1","RHG26_HUMAN","ARHGAP26","Q9UNA1"
"Q99708","CTIP_HUMAN","RBBP8","Q99708"
"O15155","BET1_HUMAN","BET1","O15155"
"Q2M1Z3","RHG31_HUMAN","ARHGAP31","Q2M1Z3"
"Q86XA9","HTR5A_HUMAN","HEATR5A","Q86XA9"
"P0CG36;P0CG37","CFC1B_HUMAN;CFC1_HUMAN","CFC1;CFC1B","P0CG36;P0CG37"
"P10412;P16401;P16403;Q02539","H11_HUMAN;H12_HUMAN;H14_HUMAN;H15_HUMAN","H1-1;H1-2;H1-4;H1-5","P16402;Q02539;P10412;P16403;P16401"
"P0DP07","HV431_HUMAN","IGHV4-31","P0DP07"
"P26554","VE6_HPV51","E6","P26554"
"P55976;Q9ZK20","NUSG_HELPJ;NUSG_HELPY","nusG","P55976;Q9ZK20"
"Q9NZN5","ARHGC_HUMAN","ARHGEF12","Q9NZN5"
"P35749;Q7Z406","MYH11_HUMAN;MYH14_HUMAN","MYH11;MYH14","P35749;Q7Z406"
"Q9Y3L5","RAP2C_HUMAN","RAP2C","Q9Y3L5"
"Q01196","RUNX1_HUMAN","RUNX1","Q01196"
"P61769","B2MG_HUMAN","B2M","P61769"
"O25926;Q9ZJL8","CLPX_HELPJ;CLPX_HELPY","clpX","Q9ZJL8;O25926"
"Q96PC5","MIA2_HUMAN","MIA2","A4D2H0;Q86UF2;Q8IX94;A4FU28;A0A2R8YE69;Q96PC5;P0CG41"
"Q9UM73","ALK_HUMAN","ALK","Q9UM73"
"Q6DN90","IQEC1_HUMAN","IQSEC1","Q6DN90"
"Q96JD6","AKCL2_HUMAN","AKR1E2","Q96JD6"
"Q13219","PAPP1_HUMAN","PAPPA","Q13219"
"P06744","G6PI_HUMAN","GPI","Q8N196;P06744"
"Q14242","SELPL_HUMAN","SELPLG","Q14242"
"Q9HCS2","CP4FC_HUMAN","CYP4F12","Q9HCS2;P78329;Q08477;Q9HBI6"
"P26927","HGFL_HUMAN","MST1","P26927"
"O43301;Q96MM6","HS12A_HUMAN;HS12B_HUMAN","HSPA12A;HSPA12B","O43301;Q96MM6"
"Q5VW38","GP107_HUMAN","GPR107","Q5VW38"
"Q6ZUT6","CCD9B_HUMAN","CCDC9B","Q6ZUT6"
"P02724","GLPA_HUMAN","GYPA","P02724"
"Q8WUI4","HDAC7_HUMAN","HDAC7","Q8WUI4"
"Q9NZL3","ZN224_HUMAN","ZNF224","Q9NZL3"
"Q5BJD5","TM41B_HUMAN","TMEM41B","Q5BJD5"
"P12544","GRAA_HUMAN","GZMA","P12544"
"P09488;P28161;P46439;Q03013","GSTM1_HUMAN;GSTM2_HUMAN;GSTM4_HUMAN;GSTM5_HUMAN","GSTM1;GSTM2;GSTM4;GSTM5","P09488;P28161;Q03013;P46439"
"P61077;P62837","UB2D2_HUMAN;UB2D3_HUMAN","UBE2D2;UBE2D3","P61077;P62837"
"P51668","UB2D1_HUMAN","UBE2D1","P51668;Q9Y2X8"
"Q9H788","SH24A_HUMAN","SH2D4A","Q9H788"
"Q6UUV9","CRTC1_HUMAN","CRTC1","Q6UUV9"
"P38159","RBMX_HUMAN","RBMX","O75526;P38159;Q8N7X1;Q96E39"
"Q6JBY9","CPZIP_HUMAN","RCSD1","Q6JBY9"
"Q17R60","IMPG1_HUMAN","IMPG1","Q17R60"
"P04180","LCAT_HUMAN","LCAT","P04180"
"Q9NX95","SYBU_HUMAN","SYBU","Q9NX95"
"Q9UBK9","UXT_HUMAN","UXT","Q9UBK9"
"Q9Y238","DLEC1_HUMAN","DLEC1","Q9Y238"
"A4D1E1","Z804B_HUMAN","ZNF804B","A4D1E1"
"P01303","NPY_HUMAN","NPY","P01303"
"O43927","CXL13_HUMAN","CXCL13","O43927"
"Q14320","FA50A_HUMAN","FAM50A","Q9Y247;Q14320"
"Q6NXG1;Q9H6T0","ESRP1_HUMAN;ESRP2_HUMAN","ESRP1;ESRP2","Q6NXG1;Q9H6T0"
"Q14155;Q15052","ARHG6_HUMAN;ARHG7_HUMAN","ARHGEF6;ARHGEF7","Q14155;Q15052"
"P84243;Q5TEC6;Q6NXT2","H33_HUMAN;H3C_HUMAN;H3PS2_HUMAN","H3-2;H3-3B;H3-5","Q16695;Q71DI3;Q6NXT2;P84243;Q5TEC6;P68431"
"Q96D46","NMD3_HUMAN","NMD3","Q96D46"
"Q8NEZ5","FBX22_HUMAN","FBXO22","Q8NEZ5"
"O60814;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879","H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1K_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2F_HUMAN","H2BC10;H2BC12;H2BC14;H2BC15;H2BC18;H2BC5;H2BC9","P23527;P33778;P62807;Q99877;O60814;Q16778;Q99880;Q93079;P57053;Q5QNW6;P06899;P58876;Q99879"
"Q13107;Q9Y4E8","UBP15_HUMAN;UBP4_HUMAN","USP15;USP4","Q13107;Q9Y4E8"
"P11274;Q12979","ABR_HUMAN;BCR_HUMAN","ABR;BCR","Q12979;P11274"
"Q15007","FL2D_HUMAN","WTAP","Q15007"
"Q8TAG9;Q9Y2D4","EXC6B_HUMAN;EXOC6_HUMAN","EXOC6;EXOC6B","Q9Y2D4;Q8TAG9"
"Q5BKZ1","ZN326_HUMAN","ZNF326","Q5BKZ1"
"P01859;P01861","IGHG2_HUMAN;IGHG4_HUMAN","IGHG2;IGHG4","P01861;P01859"
"P01742","HV169_HUMAN","IGHV1-69","P01742"
"Q9BQI5","SGIP1_HUMAN","SGIP1","Q9BQI5"
"Q13554;Q13555;Q13557","KCC2B_HUMAN;KCC2D_HUMAN;KCC2G_HUMAN","CAMK2B;CAMK2D;CAMK2G","Q13555;Q13557;Q13554"
"O15143;Q92747","ARC1A_HUMAN;ARC1B_HUMAN","ARPC1A;ARPC1B","Q92747;O15143"
"Q58FG1","HS904_HUMAN","HSP90AA4P","Q58FG1"
"Q86W92;Q8ND30","LIPB1_HUMAN;LIPB2_HUMAN","PPFIBP1;PPFIBP2","Q8ND30;Q86W92"
"Q86VW0","SESD1_HUMAN","SESTD1","Q86VW0"
"Q96HJ9","FMC1_HUMAN","FMC1","Q96HJ9"
"Q05639","EF1A2_HUMAN","EEF1A2","P68104;Q05639"
"Q14451","GRB7_HUMAN","GRB7","Q14451"
"P52655","TF2AA_HUMAN","GTF2A1","P52655"
"P0DMU3","F231L_HUMAN","","P0DMU3"
"O75794","CD123_HUMAN","CDC123","O75794"
"A4FU01","MTMRB_HUMAN","MTMR11","A4FU01"
"O75795","UDB17_HUMAN","UGT2B17","O75795"
"O95197","RTN3_HUMAN","RTN3","O95197"
"Q3ZCN5","OTOGL_HUMAN","OTOGL","Q3ZCN5"
"Q9UKV8","AGO2_HUMAN","AGO2","Q9UKV8;Q9H9G7"
"O75152","ZC11A_HUMAN","ZC3H11A","O75152;A0A1B0GTU1"
"Q5D862","FILA2_HUMAN","FLG2","Q5D862"
"Q92608;Q9H7D0","DOCK2_HUMAN;DOCK5_HUMAN","DOCK2;DOCK5","Q9H7D0;Q92608"
"P01893;P04439","HLAA_HUMAN;HLAH_HUMAN","HLA-A;HLA-H","P04439;P01893"
"A5A3E0;P63267;P68133;Q562R1;Q9BYX7","ACTBL_HUMAN;ACTBM_HUMAN;ACTH_HUMAN;ACTS_HUMAN;POTEF_HUMAN","ACTA1;ACTBL2;ACTG2;POTEF;POTEKP","Q562R1;P62736;P68133;P63267;P68032;P60709;Q6S8J3;P63261;Q9BYX7;A5A3E0"
"Q9NWW6","NRK1_HUMAN","NMRK1","Q9NWW6"
"P01111;P01116","RASK_HUMAN;RASN_HUMAN","KRAS;NRAS","P01116;P01111"
"O60508","PRP17_HUMAN","CDC40","O60508"
"B9A064;P0CF74","IGLC6_HUMAN;IGLL5_HUMAN","IGLC6;IGLL5","P0DOY3;P0CG04;B9A064;P0CF74;P0DOY2"
"P14151","LYAM1_HUMAN","SELL","P14151"
"P08729;Q14CN4","K2C72_HUMAN;K2C7_HUMAN","KRT7;KRT72","P08729;Q14CN4"
"Q3MIR4;Q9NV96","CC50A_HUMAN;CC50B_HUMAN","TMEM30A;TMEM30B","Q9NV96;Q3MIR4"
"Q674R7","ATG9B_HUMAN","ATG9B","Q674R7"
"Q8WUD1","RAB2B_HUMAN","RAB2B","Q8WUD1"
"P30405;P49792","PPIF_HUMAN;RBP2_HUMAN","PPIF;RANBP2","P30405;P49792;Q08752"
"P62937","PPIA_HUMAN","PPIA","P62937;P0DN26;A0A075B767;A0A0B4J2A2;F5H284;P0DN37;Q9Y536;A0A075B759"
"P78346","RPP30_HUMAN","RPP30","P78346"
"Q9BQW3","COE4_HUMAN","EBF4","Q9BQW3"
"A6NGU5;P19440","GGT1_HUMAN;GGT3_HUMAN","GGT1;GGT3P","B5MD39;A6NGU5;P19440;Q14390"
"P13224","GP1BB_HUMAN","GP1BB","P13224"
"Q86UP0","CAD24_HUMAN","CDH24","Q86UP0"
"Q99766","ATP5S_HUMAN","DMAC2L","Q99766"
"P46940;Q86VI3","IQGA1_HUMAN;IQGA3_HUMAN","IQGAP1;IQGAP3","P46940;Q86VI3"
"E9PRG8","CK098_HUMAN","C11orf98","E9PRG8"
"Q15847","ADIRF_HUMAN","ADIRF","Q15847"
"P41134","ID1_HUMAN","ID1","P41134"
"O00478","BT3A3_HUMAN","BTN3A3","O00481;O00478;P78410"
"P30530","UFO_HUMAN","AXL","P30530"
"A6NNZ2;P04350;P07437;P68371;Q13885;Q3ZCM7;Q9BVA1","TBB2A_HUMAN;TBB2B_HUMAN;TBB4A_HUMAN;TBB4B_HUMAN;TBB5_HUMAN;TBB8B_HUMAN;TBB8_HUMAN","TUBB;TUBB2A;TUBB2B;TUBB4A;TUBB4B;TUBB8;TUBB8B","Q3ZCM7;P04350;Q13885;P68371;Q9BVA1;A6NNZ2;P07437"
"O14490","DLGP1_HUMAN","DLGAP1","O14490"
"Q96QD9","UIF_HUMAN","FYTTD1","Q96QD9"
"Q8NEJ9","NGDN_HUMAN","NGDN","Q8NEJ9"
"P11216;P11217","PYGB_HUMAN;PYGM_HUMAN","PYGB;PYGM","P11216;P11217"
"Q92824","PCSK5_HUMAN","PCSK5","Q92824"
"Q96BI1","S22AI_HUMAN","SLC22A18","Q96BI1"
"Q6PI77","BHLH9_HUMAN","BHLHB9","Q6PI77"
"Q8TDW0","LRC8C_HUMAN","LRRC8C","Q8TDW0"
"P08727;P08779","K1C16_HUMAN;K1C19_HUMAN","KRT16;KRT19","P08727;P08779"
"P13646;Q99456","K1C12_HUMAN;K1C13_HUMAN","KRT12;KRT13","P13646;Q99456"
"P13646","K1C13_HUMAN","KRT13","P13646;Q99456"
"Q9UPN7","PP6R1_HUMAN","PPP6R1","Q9UPN7"
"P30405;Q9UNP9","PPIE_HUMAN;PPIF_HUMAN","PPIE;PPIF","P30405;Q9UNP9"
"P02763;P19652","A1AG1_HUMAN;A1AG2_HUMAN","ORM1;ORM2","P19652;P02763"
"Q8NBF6","AVL9_HUMAN","AVL9","Q8NBF6"
"Q92844","TANK_HUMAN","TANK","Q92844"
"Q05707;Q8IWI9","COEA1_HUMAN;MGAP_HUMAN","COL14A1;MGA","Q05707;Q8IWI9"
"Q96AQ8","MCUR1_HUMAN","MCUR1","Q96AQ8"
"Q9Y548","YIPF1_HUMAN","YIPF1","Q9Y548"
"Q5TC04","ATAS1_HUMAN","ATP1A1-AS1","Q5TC04"
"Q02505","MUC3A_HUMAN","MUC3A","Q02505"
"P55854","SUMO3_HUMAN","SUMO3","P55854"
"Q8WW62","TMED6_HUMAN","TMED6","Q8WW62"
"Q96KJ4","MSLNL_HUMAN","MSLNL","Q96KJ4"
"Q9Y2K3","MYH15_HUMAN","MYH15","Q9Y2K3"
"A0A075B767;P62937;Q9Y536","PAL4A_HUMAN;PAL4H_HUMAN;PPIA_HUMAN","PPIA;PPIAL4A;PPIAL4H","P62937;P0DN26;A0A075B767;A0A0B4J2A2;F5H284;P0DN37;Q9Y536;A0A075B759"
"Q8TEW8","PAR3L_HUMAN","PARD3B","Q8TEW8"
"P98088;Q02817;Q9HC84","MUC2_HUMAN;MUC5A_HUMAN;MUC5B_HUMAN","MUC2;MUC5AC;MUC5B","P98088;Q9HC84;Q02817"
"Q9Y2C3","B3GT5_HUMAN","B3GALT5","Q9Y2C3"
"P22732","GTR5_HUMAN","SLC2A5","P22732"
"Q09327","MGAT3_HUMAN","MGAT3","Q09327"
"Q9BQ39","DDX50_HUMAN","DDX50","Q9BQ39"
"P16150","LEUK_HUMAN","SPN","P16150"
"Q5JS37","NHLC3_HUMAN","NHLRC3","Q5JS37"
"Q99943","PLCA_HUMAN","AGPAT1","Q99943"
"P01116","RASK_HUMAN","KRAS","P01112;P01116"
"Q03591","FHR1_HUMAN","CFHR1","Q03591"
"P35568","IRS1_HUMAN","IRS1","P35568"
"O15357;Q92835","SHIP1_HUMAN;SHIP2_HUMAN","INPP5D;INPPL1","Q92835;O15357"
"Q9H1P3","OSBL2_HUMAN","OSBPL2","Q9H1P3"
"Q8TEJ3","SH3R3_HUMAN","SH3RF3","Q8TEJ3"
"Q9Y5J1","UTP18_HUMAN","UTP18","Q9Y5J1"
"P18433;P23469","PTPRA_HUMAN;PTPRE_HUMAN","PTPRA;PTPRE","P23469;P18433"
"Q6P0Q8","MAST2_HUMAN","MAST2","Q6P0Q8"
"P20292","AL5AP_HUMAN","ALOX5AP","P20292"
"P05023;P50993","AT1A1_HUMAN;AT1A2_HUMAN","ATP1A1;ATP1A2","P54707;P05023;P13637;Q13733;P50993;P20648"
"P35237;P50452","SPB6_HUMAN;SPB8_HUMAN","SERPINB6;SERPINB8","P50452;P35237"
"Q8IZF2","AGRF5_HUMAN","ADGRF5","Q8IZF2"
"Q9BST9","RTKN_HUMAN","RTKN","Q9BST9"
"Q8N859","ZN713_HUMAN","ZNF713","Q8N859"
"Q96G28","CFA36_HUMAN","CFAP36","Q96G28"
"P01889;P13747","HLAB_HUMAN;HLAE_HUMAN","HLA-B;HLA-E","P01889;P13747"
"Q96EE4","CC126_HUMAN","CCDC126","Q96EE4"
"P23634;Q16720","AT2B3_HUMAN;AT2B4_HUMAN","ATP2B3;ATP2B4","Q16720;P23634"
"Q8N131","PORIM_HUMAN","TMEM123","Q8N131"
"Q9H0K6","PUS7L_HUMAN","PUS7L","Q9H0K6"
"Q6ZUJ4","CC062_HUMAN","C3orf62","Q6ZUJ4"
"Q92764","KRT35_HUMAN","KRT35","Q92764"
"Q6UXH0","ANGL8_HUMAN","ANGPTL8","Q6UXH0"
"P06133","UD2B4_HUMAN","UGT2B4","P06133"
"Q9H2F3","3BHS7_HUMAN","HSD3B7","Q9H2F3"
"Q8WXQ8","CBPA5_HUMAN","CPA5","Q8WXQ8"
"O94817","ATG12_HUMAN","ATG12","O94817"
"P62979;P62987","RL40_HUMAN;RS27A_HUMAN","RPS27A;UBA52","P0CG47;P62979;P0CG48;P62987"
"O95716;P20336;P20337;P51153;P61006;Q92930;Q96E17","RAB13_HUMAN;RAB3A_HUMAN;RAB3B_HUMAN;RAB3C_HUMAN;RAB3D_HUMAN;RAB8A_HUMAN;RAB8B_HUMAN","RAB13;RAB3A;RAB3B;RAB3C;RAB3D;RAB8A;RAB8B","Q96E17;P61006;O95716;Q92930;P51153;P20337;P20336"
"P27958","POLG_HCVH","","P27958;P26664;Q913D4;Q03463"
"Q6UVJ0","SAS6_HUMAN","SASS6","Q6UVJ0"
"O25867;Q9ZJU8","TRPC_HELPJ;TRPC_HELPY","trpC","Q9ZJU8;O25867"
"B2UUW8;B5Z8K3;B6JN44;P56003","EFTU_HELP2;EFTU_HELPG;EFTU_HELPS;EFTU_HELPY","tuf","B2UUW8;B6JN44;B5Z8K3;P56003"
"Q13895","BYST_HUMAN","BYSL","Q13895"
"Q13206","DDX10_HUMAN","DDX10","Q13206"
"Q9BTZ2","DHRS4_HUMAN","DHRS4","P0CG22;Q9BTZ2"
"Q8TDW7","FAT3_HUMAN","FAT3","Q8TDW7"
"Q99576","T22D3_HUMAN","TSC22D3","Q99576"
"Q09328","MGT5A_HUMAN","MGAT5","Q09328"
"Q9Y2G3","AT11B_HUMAN","ATP11B","Q9Y2G3"
"Q9H2P0","ADNP_HUMAN","ADNP","Q9H2P0"
"Q9BTZ2","DHRS4_HUMAN","DHRS4","Q6PKH6;Q9BTZ2"
"Q6P161","RM54_HUMAN","MRPL54","Q6P161"
"Q06520","ST2A1_HUMAN","SULT2A1","Q06520"
"Q8NFL0","B3GN7_HUMAN","B3GNT7","Q8NFL0"
"P12821","ACE_HUMAN","ACE","P12821"
"O60678","ANM3_HUMAN","PRMT3","O60678"
"A0A075B6I9","LV746_HUMAN","IGLV7-46","A0A075B6I9"
"Q9Y233","PDE10_HUMAN","PDE10A","Q9Y233"
"Q9P0V3","SH3B4_HUMAN","SH3BP4","Q9P0V3"
"Q6I9Y2","THOC7_HUMAN","THOC7","Q6I9Y2"
"Q9Y2I1","NISCH_HUMAN","NISCH","Q9Y2I1"
"Q7Z6A9","BTLA_HUMAN","BTLA","Q7Z6A9"
"P78329","CP4F2_HUMAN","CYP4F2","P78329;Q08477"
"Q96PY5","FMNL2_HUMAN","FMNL2","Q96PY5"
"Q9ULW8;Q9UM07","PADI3_HUMAN;PADI4_HUMAN","PADI3;PADI4","Q9UM07;Q9ULW8"
"P28715","ERCC5_HUMAN","ERCC5","P28715"
"P82663","RT25_HUMAN","MRPS25","P82663"
"Q9P1U1","ARP3B_HUMAN","ACTR3B","Q9C0K3;Q9P1U1"
"P06731;P13688;P31997","CEAM1_HUMAN;CEAM5_HUMAN;CEAM8_HUMAN","CEACAM1;CEACAM5;CEACAM8","P31997;P13688;P06731"
"Q14168;Q9NZW5","MPP2_HUMAN;PALS2_HUMAN","MPP2;PALS2","Q9NZW5;Q14168"
"P12035","K2C3_HUMAN","KRT3","P12035"
"Q96P67","GPR82_HUMAN","GPR82","Q96P67"
"P19174","PLCG1_HUMAN","PLCG1","P19174"
"Q96HR3","MED30_HUMAN","MED30","Q96HR3"
"Q13950","RUNX2_HUMAN","RUNX2","Q13950"
"Q96A57","TM230_HUMAN","TMEM230","Q96A57"
"P47989;Q06278","AOXA_HUMAN;XDH_HUMAN","AOX1;XDH","P47989;Q06278"
"Q9P0P0","RN181_HUMAN","RNF181","Q9P0P0"
"P42330;P52895;Q04828","AK1C1_HUMAN;AK1C2_HUMAN;AK1C3_HUMAN","AKR1C1;AKR1C2;AKR1C3","P52895;P42330;Q04828"
"O14792","HS3S1_HUMAN","HS3ST1","O14792"
"P15056","BRAF_HUMAN","BRAF","P15056"
"Q9BVJ6","UT14A_HUMAN","UTP14A","Q5TAP6;Q9BVJ6"
"P29558","RBMS1_HUMAN","RBMS1","P29558"
"Q02080","MEF2B_HUMAN","MEF2B","Q02080"
"Q9H987;Q9UMS6","SYNP2_HUMAN;SYP2L_HUMAN","SYNPO2;SYNPO2L","Q9UMS6;Q9H987"
"Q9NZJ5","E2AK3_HUMAN","EIF2AK3","Q9NZJ5"
"O14901","KLF11_HUMAN","KLF11","O14901"
"O95365","ZBT7A_HUMAN","ZBTB7A","O95365"
"Q9NXH3","PP14D_HUMAN","PPP1R14D","Q9NXH3"
"Q6UW78","UQCC3_HUMAN","UQCC3","Q6UW78"
"Q01469","FABP5_HUMAN","FABP5","Q01469;A8MUU1"
"Q8TEB1","DCA11_HUMAN","DCAF11","Q8TEB1"
"P02533;P08779;P13646;P19012;P35900;Q04695","K1C13_HUMAN;K1C14_HUMAN;K1C15_HUMAN;K1C16_HUMAN;K1C17_HUMAN;K1C20_HUMAN","KRT13;KRT14;KRT15;KRT16;KRT17;KRT20","P13646;P35900;P19012;P08779;P02533;Q04695"
"P30153","2AAA_HUMAN","PPP2R1A","P30153;P30154"
"O00506","STK25_HUMAN","STK25","O00506"
"Q8N3J5","PPM1K_HUMAN","PPM1K","Q8N3J5"
"Q6ZRK6","CCD73_HUMAN","CCDC73","Q6ZRK6"
"Q9HCK5;Q9UL18","AGO1_HUMAN;AGO4_HUMAN","AGO1;AGO4","Q9UL18;Q9HCK5;Q9H9G7"
"P50749","RASF2_HUMAN","RASSF2","Q9H2L5;P50749"
"C9JRZ8;P15121","AK1BF_HUMAN;ALDR_HUMAN","AKR1B1;AKR1B15","P15121;C9JRZ8"
"Q04756","HGFA_HUMAN","HGFAC","Q04756"
"Q14114","LRP8_HUMAN","LRP8","Q14114"
"P29373;P29762","RABP1_HUMAN;RABP2_HUMAN","CRABP1;CRABP2","P29373;P29762"
"P54821","PRRX1_HUMAN","PRRX1","P54821;Q99811"
"Q6UWP7","LCLT1_HUMAN","LCLAT1","Q6UWP7"
"P04899;P08754;P09471;P63096","GNAI1_HUMAN;GNAI2_HUMAN;GNAI3_HUMAN;GNAO_HUMAN","GNAI1;GNAI2;GNAI3;GNAO1","P09471;P08754;P63096;P04899"
"P11142;P17066;P34931;P54652","HS71L_HUMAN;HSP72_HUMAN;HSP76_HUMAN;HSP7C_HUMAN","HSPA1L;HSPA2;HSPA6;HSPA8","P34931;P0DMV9;P11142;P48741;P54652;P0DMV8;P17066"
"Q5DID0","UROL1_HUMAN","UMODL1","Q5DID0"
"O00533","NCHL1_HUMAN","CHL1","O00533"
"Q96R06","SPAG5_HUMAN","SPAG5","Q96R06"
"Q9H1C7","CYTM1_HUMAN","CYSTM1","Q9H1C7"
